1001 1388.000000 1388.000000
1,32,149,149 861.555556 617.375000
1,64,147,147 1436.214286 1482.866667
1,160,73,73 933.000000 919.894737
1,64,73,73 1345.232558 540.027778
1,96,71,71 951.142857 851.937500
1,192,35,35 2017.687500 321.181818
1,64,35,35 189.155172 183.210526
1,384,35,35 467.302198 559.913265
1,96,35,35 234.305085 220.640000
1,384,17,17 373.555556 197.076923
1,192,17,17 389.921569 151.060000
1,224,17,17 1074.043956 400.576271
1,1024,17,17 429.425532 559.456376
1,256,17,17 489.545455 169.720721
1,320,17,17 1363.250000 408.555556
1,1024,8,8 136.400000 335.777778
1,384,8,8 166.224138 207.818182
1,512,8,8 122.472222 125.065421
1,1536,8,8 203.607143 191.381443
1,256,8,8 123.926230 143.125000
1,1536,1,1 87.375000 148.000000
1,1001 96.562500 40.333333
2 3296.000000 3296.000000
1,3,299,299 545.625000 545.625000
1,32,147,147 1440.000000 744.888889
1,96,73,73 1118.571429 852.400000
1,192,71,71 1201.611111 1163.900000
1,224,35,35 1391.700000 1391.700000
1,448,8,8 134.684211 119.350000
1,1,1,1536 289.125000 84.222222
