1,32,149,149 1330.666667 1640.250000
1,64,147,147 2366.750000 3110.875000
1,80,73,73 768.666667 2008.800000
1,192,35,35 594.794872 412.750000
1,96,35,35 438.148148 955.875000
1,32,35,35 2109.700000 1006.700000
1,256,35,35 656.000000 754.033333
1,64,35,35 308.516129 1357.867647
1,48,35,35 1298.892857 1420.578947
1,288,35,35 743.387097 868.857143
1,288,17,17 1486.700000 1319.000000
1,768,17,17 562.387978 675.441176
1,128,17,17 249.600000 994.218750
1,192,17,17 558.455882 1022.544944
1,160,17,17 339.823529 1027.983871
1,768,8,8 277.428571 367.727273
1,1280,8,8 258.025641 504.464286
1,448,8,8 668.307692 1298.500000
1,384,8,8 217.880597 302.846154
1,320,8,8 144.294118 311.473684
1,2048,8,8 250.571429 844.973684
1,2048,1,1 417.555556 176.444444
1,1,1,1001 108.777778 174.222222
1,1001 13.222222 12.444444
1,3,299,299 521.000000 521.000000
1,32,147,147 1028.833333 1794.222222
1,64,73,73 774.111111 1035.875000
1,192,71,71 1336.714286 2785.888889
1,1001,1,1 140.285714 347.142857
