1001 9194.000000 9194.000000
1,96,165,165 10106.572816 11118.974138
1,42,165,165 5499.795918 5474.100000
1,96,83,83 3003.516129 4446.940000
1,42,83,83 1633.896000 3053.917431
1,83,83,42 2220.740000 3601.605505
1,83,83,168 6298.804878 7074.857143
1,168,83,83 4809.433333 6468.966667
1,96,166,166 10070.222222 10070.222222
1,84,83,83 2661.711864 3398.379630
1,84,42,42 1045.096234 1354.511111
1,42,42,84 1301.766667 1564.650000
1,42,42,336 3668.425000 4790.100000
1,168,42,42 1645.516675 2415.956544
1,42,42,168 2164.646840 3045.075812
1,1008,42,42 7532.634454 8740.946154
1,336,42,42 2781.822034 3575.500000
1,336,21,21 1071.272603 1394.265067
1,21,21,336 1287.896755 1894.625806
1,21,21,1344 4651.050000 4764.950000
1,1008,43,43 7623.000000 7623.000000
1,168,21,21 781.400000 1154.850000
1,2016,21,21 4477.500000 5472.451737
1,672,21,21 1718.646465 2416.943925
1,672,11,11 818.422445 1364.158787
1,11,11,672 921.209497 1718.256173
1,11,11,2688 3077.533333 3133.102564
1,2016,22,22 4408.833333 4408.833333
1,336,11,11 621.000000 1025.900000
1,4032,11,11 2788.891892 3456.405263
1,1001 90.894737 93.650000
1,3,331,331 1898.444444 1898.444444
1,165,165,96 13755.200000 13755.200000
1,1344,21,21 2867.750000 4255.350000
1,1008,21,21 2280.700000 3602.100000
1,42,42,1008 11115.300000 11115.300000
1,2688,11,11 1938.200000 2995.100000
1,2016,11,11 1590.550000 2725.700000
1,21,21,2016 7021.800000 7021.800000
