1001 3213.000000 3213.000000
1,32,111,111 585.864198 531.494253
1,32,56,56 218.536585 408.891304
1,32,112,112 423.444444 423.444444
1,13,111,111 293.750000 387.020833
1,14,56,56 162.333333 249.250000
1,13,56,56 146.843478 296.622951
1,27,56,56 182.385135 231.844828
1,27,28,28 120.854478 223.624000
1,28,28,27 150.214286 204.734375
1,56,56,13 173.803571 325.964286
1,65,56,56 401.790698 418.191489
1,65,57,57 442.842105 442.842105
1,54,28,28 146.894330 233.531549
1,28,28,54 141.331210 234.089686
1,28,28,135 269.133333 372.108108
1,28,28,270 480.240741 480.067308
1,108,28,28 192.050725 283.021583
1,108,14,14 122.218631 201.169608
1,14,14,108 114.655405 200.552301
1,270,14,14 157.400000 309.333333
1,270,28,28 375.015873 627.048387
1,54,14,14 116.100000 204.000000
1,14,14,540 258.195402 297.767241
1,216,14,14 155.651852 187.605839
1,216,7,7 108.858202 186.555669
1,7,7,216 101.695402 186.331915
1,540,7,7 148.647059 295.315789
1,540,14,14 232.263158 405.770492
1,108,7,7 222.777778 179.375000
1,7,7,1080 170.818182 229.450000
1,1001 41.384615 19.400000
1,3,224,224 254.777778 254.777778
1,111,111,32 591.200000 591.200000
1,65,28,28 166.000000 377.750000
1,56,56,65 355.000000 355.000000
1,135,28,28 199.500000 442.210526
1,1080,7,7 120.840000 339.379310
