cell_stem_conv1 18821.545454545456 9771.90909090909 6067.1 4942.1
cell_stem_0/cell_base/relu 2453.4545454545455 1747.3636363636363 1705.090909090909 1259.6363636363637
cell_stem_0/cell_base/Conv1x1 26120.81818181818 13086.818181818182 8672.818181818182 3724.0
cell_stem_0/comb_iter_1/left/bf_relu_0 1488.090909090909 1038.090909090909 939.4545454545455 640.8181818181819
cell_stem_0/comb_iter_1/left/separable_depthwise7x7_1 19419.090909090908 10324.0 6614.636363636364 6480.909090909091
cell_stem_0/comb_iter_1/left/separable_pointwise7x7_1 3909.090909090909 2179.3333333333335 1212.7777777777778 1333.4545454545455
cell_stem_0/comb_iter_1/left/separable_depthwise7x7_2 17835.363636363636 9528.272727272728 5821.363636363636 3915.2727272727275
cell_stem_0/comb_iter_1/left/separable_pointwise7x7_2 3874.090909090909 2035.8181818181818 1206.9 1258.4
cell_stem_0/comb_iter_1/right/pooling/maxpool_3 2497.3636363636365 1830.6363636363637 1480.909090909091 1016.9090909090909
cell_stem_0/comb_iter_1/add 681.0 324.0 260.75 341.8181818181818
cell_stem_0/comb_iter_2/left/bf_relu_0 1435.6363636363637 914.4 755.1818181818181 639.7272727272727
cell_stem_0/comb_iter_2/left/separable_depthwise5x5_1 4899.818181818182 3111.4545454545455 2321.6363636363635 4801.363636363636
cell_stem_0/comb_iter_2/left/separable_pointwise5x5_1 3675.7272727272725 1920.5454545454545 1178.1 1302.2
cell_stem_0/comb_iter_2/left/separable_depthwise5x5_2 2801.5454545454545 1719.090909090909 1146.5454545454545 2599.2
cell_stem_0/comb_iter_2/left/separable_pointwise5x5_2 3570.6363636363635 1915.4545454545455 1351.3 1259.909090909091
cell_stem_0/comb_iter_2/right/bf_relu_0 1365.7272727272727 1110.909090909091 1102.5 680.5454545454545
cell_stem_0/comb_iter_2/right/separable_depthwise3x3_1 3433.6363636363635 2433.6 2338.0 1090.5454545454545
