1001 5189.000000 5189.000000
1,3,224,224 1858.900000 1858.900000
1,32,111,111 3707.433333 3707.433333
1,27,56,56 991.600000 991.600000
1,13,56,56 2755.800000 2755.800000
1,65,56,56 1793.500000 1793.500000
1,65,57,57 1492.900000 1492.900000
1,57,57,65 1769.500000 1769.500000
1,56,56,65 1795.500000 1795.500000
1,54,28,28 1035.420290 1035.420290
1,28,28,27 1348.300000 1348.300000
1,28,28,54 1528.550000 1528.550000
1,108,28,28 1002.250000 1002.250000
1,108,14,14 671.100000 671.100000
1,14,14,108 1534.033333 1534.033333
1,216,14,14 884.950000 884.950000
1,7,7,216 1230.833333 1230.833333
1,7,7,1080 823.400000 823.400000
1,216,7,7 1346.100000 1346.100000
1,1080 1416.200000 1416.200000
1,1001 548.400000 548.400000
